datetime,open,high,low,close,volume
2019-10-28 01:00:00,302.94,303.85,302.91,303.3,42146965
2019-10-29 01:00:00,303.0,304.23,302.86,303.21,44284921
2019-10-30 01:00:00,303.43,304.55,301.99,304.14,49643928
2019-10-31 01:00:00,304.13,304.13,301.73,303.33,69053791
2019-11-01 01:00:00,304.92,306.19,304.74,306.14,71141515
2019-11-04 02:00:00,307.85,308.0,306.96,307.37,60606916
2019-11-05 02:00:00,307.59,307.9195,306.71,307.03,42933219
2019-11-06 02:00:00,307.03,307.4,306.06,307.1,46487108
2019-11-07 02:00:00,308.57,309.65,307.66,308.18,54272274
2019-11-08 02:00:00,307.8,309.0036,307.03,308.94,49068797
2019-11-11 02:00:00,307.42,308.54,307.27,308.35,35934909
2019-11-12 02:00:00,308.75,309.99,308.15,309.0,46484624
2019-11-13 02:00:00,307.91,309.54,307.66,309.1,54459018
2019-11-14 02:00:00,308.79,309.64,308.09,309.55,52001874
2019-11-15 02:00:00,311.02,311.84,310.26,311.79,62706192
2019-11-18 02:00:00,311.53,312.28,311.03,312.02,49327980
2019-11-19 02:00:00,312.68,312.69,311.22,311.93,67927818
2019-11-20 02:00:00,311.28,311.85,309.06,310.77,79696276
2019-11-21 02:00:00,310.89,311.01,309.39,310.27,54664690
2019-11-22 02:00:00,311.09,311.24,309.85,310.96,44850228
2019-11-25 02:00:00,311.98,313.37,311.98,313.37,48762676
2019-11-26 02:00:00,313.41,314.28,313.06,314.08,37727953
2019-11-27 02:00:00,314.61,315.48,314.37,315.48,44793179
2019-11-29 02:00:00,314.86,315.13,314.06,314.31,36592740
2019-12-02 02:00:00,314.59,314.66,311.17,311.64,76110027
2019-12-03 02:00:00,308.65,309.64,307.13,309.55,75172709
2019-12-04 02:00:00,310.7,312.12,310.32,311.46,49190402
2019-12-05 02:00:00,312.23,312.25,310.58,312.02,40781669
2019-12-06 02:00:00,314.12,315.31,314.11,314.87,48956767
2019-12-09 02:00:00,314.44,315.18,313.8,313.88,34904315
2019-12-10 02:00:00,313.82,314.55,312.81,313.53,53107133
2019-12-11 02:00:00,314.03,314.7,313.4393,314.42,53521450
2019-12-12 02:00:00,314.43,317.99,314.17,317.13,96585802
2019-12-13 02:00:00,316.87,318.67,316.02,317.32,81546487
2019-12-16 02:00:00,319.22,320.15,317.2542,319.5,82836128
2019-12-17 02:00:00,319.92,320.25,319.48,319.57,61131769
2019-12-18 02:00:00,320.0,320.25,319.53,319.59,48199955
2019-12-19 02:00:00,319.8,320.98,319.5246,320.9,85388424
2019-12-20 02:00:00,320.46,321.9742,319.3873,320.73,149338220
2019-12-23 02:00:00,321.59,321.65,321.06,321.22,53015641
2019-12-24 02:00:00,321.47,321.52,320.9,321.23,20270007
2019-12-26 02:00:00,321.65,322.95,321.64,322.94,31024188
2019-12-27 02:00:00,323.74,323.8,322.28,322.86,42554820
2019-12-30 02:00:00,322.95,323.1,320.55,321.08,49782730
2019-12-31 02:00:00,320.53,322.13,320.15,321.86,57106998
2020-01-02 02:00:00,323.54,324.89,322.53,324.87,59253833
2020-01-03 02:00:00,321.16,323.64,321.1,322.41,77783121
2020-01-06 02:00:00,320.49,323.73,320.36,323.64,55761948
2020-01-07 02:00:00,323.02,323.54,322.24,322.73,42854811
2020-01-08 02:00:00,322.94,325.78,322.67,324.45,68434153
2020-01-09 02:00:00,326.16,326.73,325.52,326.65,48569601
2020-01-10 02:00:00,327.2899,327.46,325.2,325.71,53057389
2020-01-13 02:00:00,326.39,327.96,325.92,327.95,47262010
2020-01-14 02:00:00,327.47,328.62,326.844,327.45,63036384
2020-01-15 02:00:00,327.35,329.02,327.26,328.19,72056598
2020-01-16 02:00:00,329.7,330.92,329.45,330.92,54050328
2020-01-17 02:00:00,331.7,332.18,330.8539,331.95,95846017
2020-01-21 02:00:00,330.9,332.18,330.82,331.3,77742415
2020-01-22 02:00:00,332.24,332.95,331.17,331.34,48914899
2020-01-23 02:00:00,330.63,332.1682,329.41,331.72,51962994
2020-01-24 02:00:00,332.44,332.53,327.36,328.77,87578442
2020-01-27 02:00:00,323.03,325.12,322.66,323.5,84062463
2020-01-28 02:00:00,325.06,327.85,323.6038,326.89,63833953
2020-01-29 02:00:00,328.38,328.63,326.4,326.62,54040889
2020-01-30 02:00:00,324.36,327.91,323.54,327.68,75491844
2020-01-31 02:00:00,327.0,327.17,320.73,321.73,113845576
2020-02-03 02:00:00,323.35,326.16,323.22,324.12,69242293
2020-02-04 02:00:00,328.07,330.01,327.72,329.06,62573190
2020-02-05 02:00:00,332.27,333.09,330.67,332.86,65951146
2020-02-06 02:00:00,333.91,334.19,332.8,333.98,50359688
2020-02-07 02:00:00,332.82,333.9941,331.6,332.2,64139443
2020-02-10 02:00:00,331.23,334.75,331.19,334.68,42070006
2020-02-11 02:00:00,336.16,337.02,334.684,335.26,54864533
2020-02-12 02:00:00,336.83,337.65,336.43,337.42,43992662
2020-02-13 02:00:00,335.8621,338.12,335.56,337.06,54501922
2020-02-14 02:00:00,337.51,337.73,336.2,337.6,64582210
2020-02-18 02:00:00,336.51,337.6677,335.21,336.73,57342526
2020-02-19 02:00:00,337.79,339.08,337.48,338.34,48814692
2020-02-20 02:00:00,337.7423,338.64,333.6817,336.95,74163362
2020-02-21 02:00:00,335.47,335.81,332.58,333.48,113788208
2020-02-24 02:00:00,323.14,333.5623,321.24,322.42,161088409
2020-02-25 02:00:00,323.94,324.61,311.69,312.65,218913168
2020-02-26 02:00:00,314.18,318.11,310.7,311.5,194773819
2020-02-27 02:00:00,305.46,311.5637,297.51,297.51,284353459
2020-02-28 02:00:00,288.7,297.892,285.54,296.26,385764020
2020-03-02 02:00:00,298.21,309.16,294.46,309.09,238703625
2020-03-03 02:00:00,309.5,313.84,297.57,300.24,300139149
2020-03-04 02:00:00,306.12,313.1,303.33,312.86,176613448
2020-03-05 02:00:00,304.98,308.47,300.01,302.46,186366809
2020-03-06 02:00:00,293.15,298.78,290.23,297.46,228667168
2020-03-09 01:00:00,275.3,284.19,273.45,274.23,309417349
2020-03-10 01:00:00,284.64,288.52,273.5,288.42,276444058
2020-03-11 01:00:00,280.7,281.94,270.88,274.36,256416563
2020-03-12 01:00:00,256.0,266.66,247.68,248.11,392220669
2020-03-13 01:00:00,263.09,271.4754,248.5237,269.32,329566100
2020-03-16 01:00:00,241.18,256.9,237.36,239.85,297240027
2020-03-17 01:00:00,245.04,256.17,237.07,252.8,262070471
2020-03-18 01:00:00,236.25,248.37,228.02,240.0,327597131
2020-03-19 01:00:00,239.25,247.38,232.22,240.51,289322037
2020-03-20 01:00:00,242.53,244.47,228.5,228.8,347158794
2020-03-23 01:00:00,228.19,229.6833,218.26,222.95,326025169
2020-03-24 01:00:00,234.42,244.1,233.8,243.15,235494475
2020-03-25 01:00:00,244.87,256.35,239.75,246.79,299430255
2020-03-26 01:00:00,249.52,262.8,249.05,261.2,257632816
2020-03-27 01:00:00,253.27,260.81,251.05,253.42,224341217
2020-03-30 01:00:00,255.7,262.43,253.53,261.65,170961866
2020-03-31 01:00:00,260.56,263.33,256.22,257.75,194881060
2020-04-01 01:00:00,247.98,257.6591,243.9,246.15,189554623
2020-04-02 01:00:00,245.19,252.68,244.59,251.83,177660430
2020-04-03 01:00:00,250.76,253.32,245.22,248.19,135561171
2020-04-06 01:00:00,257.84,267.0,248.1698,264.86,188061238
2020-04-07 01:00:00,274.21,275.03,264.89,265.13,201427189
2020-04-08 01:00:00,267.96,276.0,265.2542,274.03,153774487
2020-04-09 01:00:00,277.58,281.2,275.47,278.2,190282705
2020-04-13 01:00:00,277.14,277.51,271.41,275.66,114839053
2020-04-14 01:00:00,280.98,284.9,275.5106,283.79,134143350
2020-04-15 01:00:00,277.57,283.9407,275.46,277.76,121775006
2020-04-16 01:00:00,279.15,280.03,275.76,279.1,131798325
2020-04-17 01:00:00,285.38,287.3,282.4,286.64,146684784
2020-04-20 01:00:00,282.61,286.7912,281.35,281.59,100109285
2020-04-21 01:00:00,276.73,278.04,272.02,273.04,126385698
2020-04-22 01:00:00,278.35,281.0,276.91,279.1,93524584
2020-04-23 01:00:00,280.49,283.94,278.75,279.08,104709693
2020-04-24 01:00:00,280.73,283.7,278.5,282.97,85165953
2020-04-27 01:00:00,285.12,288.27,284.62,287.05,77896608
2020-04-28 01:00:00,291.02,291.4,285.4,285.73,105269985
2020-04-29 01:00:00,291.53,294.88,290.41,293.21,118745579
2020-04-30 01:00:00,291.71,293.3239,288.59,290.48,122901701
2020-05-01 01:00:00,285.31,290.6572,281.52,282.79,125180028
2020-05-04 01:00:00,280.74,283.9,279.13,283.57,80873213
2020-05-05 01:00:00,286.64,289.25,283.7134,286.19,79569938
2020-05-06 01:00:00,288.04,288.46,283.78,284.25,73632628
2020-05-07 01:00:00,287.75,289.78,287.13,287.68,75250412
2020-05-08 01:00:00,291.09,292.95,289.86,292.44,76622128
2020-05-11 01:00:00,290.34,294.0,289.88,292.5,79514231
2020-05-12 01:00:00,293.79,294.24,286.52,286.67,95870786
2020-05-13 01:00:00,286.06,287.19,278.965,281.6,144721099
2020-05-14 01:00:00,278.95,285.11,272.99,284.97,121977890
2020-05-15 01:00:00,282.37,286.33,281.34,286.28,111146276
2020-05-18 01:00:00,293.05,296.75,292.7,295.0,120320229
2020-05-19 01:00:00,294.35,296.205,291.95,291.97,95189316
2020-05-20 01:00:00,295.82,297.87,295.57,296.93,85861691
2020-05-21 01:00:00,296.79,297.67,293.6886,294.88,78293925
2020-05-22 01:00:00,294.57,295.63,293.22,295.44,63958200
2020-05-26 01:00:00,301.93,302.19,295.4646,299.08,88951442
2020-05-27 01:00:00,302.12,303.57,296.87,303.53,104817449
2020-05-28 01:00:00,304.65,306.84,302.24,302.97,90767807
2020-05-29 01:00:00,302.46,304.96,299.47,304.32,119265702
2020-06-01 01:00:00,303.62,306.205,303.06,305.55,56779836
2020-06-02 01:00:00,306.55,308.13,305.1,308.08,74267162
2020-06-03 01:00:00,310.24,313.22,309.94,312.18,92567574
2020-06-04 01:00:00,311.11,313.0,309.08,311.36,75794363
2020-06-05 01:00:00,317.23,321.275,317.16,319.34,150524674
2020-06-08 01:00:00,320.22,323.41,319.63,323.2,73641217
2020-06-09 01:00:00,320.3,323.2849,319.36,320.79,77479228
2020-06-10 01:00:00,321.42,322.39,318.2209,319.0,95000766
2020-06-11 01:00:00,311.46,312.15,300.01,300.61,209243560
2020-06-12 01:00:00,308.24,309.08,298.6,304.21,194678879
2020-06-15 01:00:00,298.02,308.28,296.74,307.05,135782724
2020-06-16 01:00:00,315.48,315.64,307.67,312.96,137627502
2020-06-17 01:00:00,314.07,314.39,310.86,311.66,83398944
2020-06-18 01:00:00,310.005,312.3,309.51,311.78,80828658
2020-06-19 01:00:00,314.17,314.38,306.53,308.64,135549624
2020-06-22 01:00:00,307.99,311.05,306.75,310.62,74649389
2020-06-23 01:00:00,313.49,314.5,311.6101,312.05,68471246
2020-06-24 01:00:00,309.84,310.51,302.1,304.09,132813492
2020-06-25 01:00:00,303.47,307.64,301.28,307.35,89467968
2020-06-26 01:00:00,306.16,306.39,299.42,300.05,127961017
2020-06-29 01:00:00,301.41,304.61,298.93,304.46,79773260
2020-06-30 01:00:00,303.99,310.2,303.82,308.36,113394772
2020-07-01 01:00:00,309.57,311.89,309.07,310.52,72396542
2020-07-02 01:00:00,314.24,315.7,311.51,312.23,69344217
2020-07-06 01:00:00,316.37,317.68,315.56,317.05,61713828
2020-07-07 01:00:00,315.38,317.52,313.37,313.78,82909963
2020-07-08 01:00:00,314.61,316.3,312.7,316.18,54638596
2020-07-09 01:00:00,316.84,317.1,310.68,314.38,83354158
2020-07-10 01:00:00,314.31,317.88,312.76,317.59,57550365
2020-07-13 01:00:00,320.13,322.71,314.13,314.84,102997484
2020-07-14 01:00:00,313.3,319.76,312.0,318.92,93656951
2020-07-15 01:00:00,322.41,323.04,319.265,321.85,87196524
2020-07-16 01:00:00,319.79,321.28,319.09,320.79,54622520
2020-07-17 01:00:00,321.88,322.57,319.735,321.72,62774911
2020-07-20 01:00:00,321.43,325.13,320.62,324.32,56308849
2020-07-21 01:00:00,326.45,326.93,323.94,325.01,57498967
2020-07-22 01:00:00,324.62,327.2,324.5,326.86,57792915
2020-07-23 01:00:00,326.47,327.23,321.48,322.96,75737989
2020-07-24 01:00:00,320.95,321.99,319.246,320.88,73766597
2020-07-27 01:00:00,321.63,323.41,320.775,323.22,48292970
2020-07-28 01:00:00,322.43,323.64,320.85,321.17,57494979
2020-07-29 01:00:00,322.12,325.73,322.075,325.12,48454159
2020-07-30 01:00:00,321.9,324.41,319.64,323.96,61861714
2020-07-31 01:00:00,325.9,326.63,321.33,326.52,85210755
2020-08-03 01:00:00,328.32,329.62,327.73,328.79,53077948
2020-08-04 01:00:00,327.86,330.06,327.86,330.06,41917893
2020-08-05 01:00:00,331.47,332.39,331.18,332.11,42866354
2020-08-06 01:00:00,331.4799,334.46,331.13,334.33,43679447
2020-08-07 01:00:00,333.28,334.88,332.3,334.57,57308270
2020-08-10 01:00:00,335.06,335.77,332.955,335.57,44282089
2020-08-11 01:00:00,336.85,337.54,332.01,332.8,69601087
2020-08-12 01:00:00,335.44,338.28,332.8377,337.44,53826128
2020-08-13 01:00:00,336.61,338.2514,335.83,336.83,41816146
2020-08-14 01:00:00,336.41,337.42,335.62,336.84,47260390
2020-08-17 01:00:00,337.94,338.34,336.8517,337.91,35480974
2020-08-18 01:00:00,338.34,339.1,336.61,338.64,38733908
2020-08-19 01:00:00,339.05,339.61,336.62,337.23,68054244
2020-08-20 01:00:00,335.36,338.8,335.22,338.28,42207826
2020-08-21 01:00:00,337.92,339.72,337.55,339.48,55106628
2020-08-24 01:00:00,342.12,343.0,339.4504,342.92,48588662
2020-08-25 01:00:00,343.53,344.21,342.27,344.12,38463381
2020-08-26 01:00:00,344.76,347.86,344.17,347.57,50790237
2020-08-27 01:00:00,348.51,349.9,346.53,348.33,58034142
2020-08-28 01:00:00,349.44,350.72,348.15,350.58,48588940
2020-08-31 01:00:00,350.35,351.3,349.06,349.31,66099183
2020-09-01 01:00:00,350.21,352.71,349.24,352.6,54999325
2020-09-02 01:00:00,354.67,358.75,353.43,357.7,69540035
2020-09-03 01:00:00,355.87,356.38,342.59,345.39,148011129
2020-09-04 01:00:00,346.13,347.83,334.87,342.57,139156281
2020-09-08 01:00:00,336.71,342.64,332.88,333.21,114465322
2020-09-09 01:00:00,337.55,342.46,336.61,339.79,91462290
2020-09-10 01:00:00,341.82,342.53,332.85,333.89,90569548
2020-09-11 01:00:00,335.82,336.97,331.0,334.06,84680194
2020-09-14 01:00:00,337.49,340.38,334.2208,338.46,65605686
2020-09-15 01:00:00,341.12,342.02,338.4683,340.17,52920862
2020-09-16 01:00:00,341.51,343.06,338.52,338.82,82211256
2020-09-17 01:00:00,333.56,337.6996,332.991,335.84,91523339
2020-09-18 01:00:00,335.37,335.49,327.97,330.65,105877942
2020-09-21 01:00:00,325.7,327.13,321.73,326.97,99450829
2020-09-22 01:00:00,328.57,330.9,325.86,330.3,63612107
2020-09-23 01:00:00,330.9,331.2,322.1,322.64,93112240
2020-09-24 01:00:00,321.22,326.797,319.8,323.5,76681332
2020-09-25 01:00:00,322.58,329.58,321.64,328.73,71069426
2020-09-28 01:00:00,333.22,334.96,332.15,334.19,64584614
2020-09-29 01:00:00,333.97,334.77,331.6209,332.37,51531594
2020-09-30 01:00:00,333.09,338.29,332.88,334.89,104081136
2020-10-01 01:00:00,337.69,338.74,335.01,337.04,88698745
2020-10-02 01:00:00,331.7,337.0126,331.19,333.84,89431112
2020-10-05 01:00:00,336.06,339.96,336.01,339.76,45713108
2020-10-06 01:00:00,339.91,342.17,334.38,334.93,90128883
2020-10-07 01:00:00,338.12,341.63,338.09,340.76,56999597
2020-10-08 01:00:00,342.85,343.85,341.86,343.78,45242476
2020-10-09 01:00:00,345.56,347.35,344.89,346.85,59528606
2020-10-12 01:00:00,349.59,354.02,349.06,352.43,80388533
2020-10-13 01:00:00,352.28,352.4651,349.09,350.13,73255513
2020-10-14 01:00:00,350.75,351.93,347.14,347.93,57958749
2020-10-15 01:00:00,343.71,348.02,343.13,347.5,60357659
2020-10-16 01:00:00,348.96,350.75,347.1,347.29,89501868
2020-10-19 01:00:00,348.65,349.33,341.04,342.01,68425614
2020-10-20 01:00:00,343.46,346.88,342.64,343.38,60051880
2020-10-21 01:00:00,343.33,348.6847,342.4,342.73,63574979
2020-10-22 01:00:00,342.96,345.24,340.65,344.61,55399292
2020-10-23 01:00:00,345.93,345.99,343.13,345.78,49143931
2020-10-26 01:00:00,342.13,342.98,335.62,339.39,91473002
2020-10-27 01:00:00,339.76,340.12,337.99,338.22,65994108
2020-10-28 01:00:00,332.1,338.2483,326.13,326.66,127094307
2020-10-29 01:00:00,326.91,333.395,325.09,329.98,90597689
2020-10-30 01:00:00,328.28,329.69,322.6,326.54,120448685
2020-11-02 02:00:00,330.2,332.36,327.24,330.2,86068299
2020-11-03 02:00:00,333.69,338.25,330.2935,336.03,93294192
2020-11-04 02:00:00,340.86,347.94,339.59,343.54,126959700
2020-11-05 02:00:00,349.24,352.19,348.86,350.24,82039749
2020-11-06 02:00:00,349.93,351.51,347.65,350.16,74972973
2020-11-09 02:00:00,363.97,364.38,354.06,354.56,172304203
2020-11-10 02:00:00,353.49,355.18,350.51,354.04,85552022
2020-11-11 02:00:00,356.4,357.56,355.06,356.67,58649048
2020-11-12 02:00:00,355.58,356.7182,351.26,353.21,68118563
2020-11-13 02:00:00,355.27,358.9,354.71,358.1,62959429
2020-11-16 02:00:00,360.98,362.78,359.59,362.57,74541138
2020-11-17 02:00:00,359.97,361.92,358.34,360.62,66111009
2020-11-18 02:00:00,360.91,361.5,356.24,356.28,70591299
2020-11-19 02:00:00,355.6,358.18,354.15,357.78,59940947
2020-11-20 02:00:00,357.5,357.72,355.25,355.33,70411890
2020-11-23 02:00:00,357.28,358.82,354.865,357.46,63230608
2020-11-24 02:00:00,360.21,363.81,359.29,363.22,62415877
2020-11-25 02:00:00,363.13,363.16,361.48,362.66,45330890
2020-11-27 02:00:00,363.84,364.18,362.58,363.67,28514072
2020-11-30 02:00:00,362.83,363.12,359.17,362.06,83872709
2020-12-01 02:00:00,365.57,367.68,364.93,366.02,74504969
2020-12-02 02:00:00,364.82,366.96,364.2,366.79,45927000
2020-12-03 02:00:00,366.68,368.19,365.5,366.69,62881998
2020-12-04 02:00:00,367.32,369.85,367.22,369.85,50749859
2020-12-07 02:00:00,369.02,369.62,367.72,369.09,48944269
2020-12-08 02:00:00,367.72,370.78,367.67,370.17,42458859
2020-12-09 02:00:00,370.88,371.05,365.95,366.85,74098312
2020-12-10 02:00:00,365.37,367.86,364.43,366.73,57735353
2020-12-11 02:00:00,364.9,366.7402,363.26,366.3,57698614
2020-12-14 02:00:00,368.64,369.8,364.47,364.66,69216174
2020-12-15 02:00:00,367.4,369.59,365.92,369.59,64071099
2020-12-16 02:00:00,369.82,371.16,368.8676,370.17,58420517
2020-12-17 02:00:00,371.94,372.46,371.05,372.24,64119472
2020-12-18 02:00:00,370.97,371.15,367.02,369.18,136542328
2020-12-21 02:00:00,364.97,378.46,362.03,367.86,96386745
2020-12-22 02:00:00,368.21,368.3317,366.03,367.24,48388462
2020-12-23 02:00:00,368.28,369.62,367.2172,367.57,46201402
2020-12-24 02:00:00,368.08,369.03,367.45,369.0,26457853
2020-12-28 02:00:00,371.74,372.59,371.07,372.17,39000402
2020-12-29 02:00:00,373.81,374.0,370.83,371.46,53680451
2020-12-30 02:00:00,372.34,373.1,371.57,371.99,49455259
2020-12-31 02:00:00,371.78,374.66,371.232,373.88,78520702
2021-01-04 02:00:00,375.31,375.45,364.82,368.79,110210810
2021-01-05 02:00:00,368.1,372.5,368.05,371.33,66426229
2021-01-06 02:00:00,369.71,376.98,369.12,373.55,107997675
2021-01-07 02:00:00,376.1,379.9,375.91,379.1,68766812
2021-01-08 02:00:00,380.59,381.49,377.1,381.26,71677208
2021-01-11 02:00:00,377.85,380.58,377.7189,378.69,51176719
2021-01-12 02:00:00,378.89,379.86,376.36,378.77,52547716
2021-01-13 02:00:00,378.69,380.86,377.85,379.79,45303619
2021-01-14 02:00:00,380.59,381.13,378.1,378.46,49989113
2021-01-15 02:00:00,376.72,377.58,373.7,375.7,107159962
2021-01-19 02:00:00,378.34,379.23,376.75,378.65,51233300
2021-01-20 02:00:00,381.11,384.79,380.69,383.89,61836062
2021-01-21 02:00:00,384.49,384.95,383.25,384.24,47955809
2021-01-22 02:00:00,382.25,384.1256,381.835,382.88,52136931
2021-01-25 02:00:00,383.67,384.77,378.46,384.39,70401971
2021-01-26 02:00:00,385.41,385.85,383.54,383.79,42665281
2021-01-27 02:00:00,380.22,380.32,372.01,374.41,123351078
2021-01-28 02:00:00,376.36,381.93,375.89,377.63,94198104
2021-01-29 02:00:00,375.63,376.67,368.27,370.07,126765121
2021-02-01 02:00:00,373.72,377.34,370.376,376.23,75817597
2021-02-02 02:00:00,379.65,383.22,376.3181,381.55,64450662
2021-02-03 02:00:00,382.435,383.7,380.48,381.85,52427090
2021-02-04 02:00:00,382.96,386.24,381.9655,386.19,47142555
2021-02-05 02:00:00,388.2,388.47,386.1444,387.71,48669773
2021-02-08 02:00:00,389.27,390.56,388.35,390.51,38365185
2021-02-09 02:00:00,389.61,390.89,389.17,390.25,35551059
2021-02-10 02:00:00,392.12,392.28,387.5,390.08,59154370
2021-02-11 02:00:00,391.24,391.69,388.1,390.71,42913288
2021-02-12 02:00:00,389.85,392.9,389.77,392.64,50593270
2021-02-16 02:00:00,393.96,394.17,391.53,392.3,50972366
2021-02-17 02:00:00,390.42,392.66,389.33,392.39,52806681
2021-02-18 02:00:00,389.59,391.515,387.74,390.72,59712773
2021-02-19 02:00:00,392.07,392.38,389.55,390.03,83240971
2021-02-22 02:00:00,387.06,389.62,386.74,387.03,67414170
2021-02-23 02:00:00,384.66,388.945,380.2,387.5,107284127
2021-02-24 02:00:00,386.33,392.23,385.27,391.77,72433946
2021-02-25 02:00:00,390.41,391.88,380.7789,382.33,146670499
2021-02-26 02:00:00,384.35,385.58,378.23,380.36,152701639
2021-03-01 02:00:00,385.59,390.92,380.572,389.58,105348798
2021-03-02 02:00:00,389.82,390.07,386.0,386.54,79595332
2021-03-03 02:00:00,385.79,386.83,381.31,381.42,119940211
2021-03-04 02:00:00,381.22,384.0,371.88,376.7,183433020
2021-03-05 02:00:00,380.46,384.76,372.64,383.63,152039624
2021-03-08 02:00:00,384.66,387.68,381.42,381.72,123149245
2021-03-09 02:00:00,385.85,389.91,381.7299,387.17,113633556
2021-03-10 02:00:00,389.69,391.4,388.1702,389.58,109899410
2021-03-11 02:00:00,392.23,395.65,391.74,393.53,86245040
2021-03-12 02:00:00,392.07,394.21,391.2,394.06,64653565
2021-03-15 01:00:00,394.33,396.685,392.03,396.41,73592302
2021-03-16 01:00:00,397.07,397.83,395.08,395.91,73722506
2021-03-17 01:00:00,394.53,398.12,393.3,397.26,97959265
2021-03-18 01:00:00,394.475,396.72,390.75,391.48,115349101
2021-03-19 01:00:00,389.88,391.569,387.15,389.48,113624490
2021-03-22 01:00:00,390.03,394.07,389.97,392.59,73778646
2021-03-23 01:00:00,391.91,393.46,388.66,389.5,90686552
2021-03-24 01:00:00,391.0,392.75,387.47,387.52,97588644
2021-03-25 01:00:00,385.98,390.55,383.9,389.7,116128622
2021-03-26 01:00:00,390.93,396.41,390.29,395.98,114409114
2021-03-29 01:00:00,394.4,396.75,392.81,395.78,108107626
2021-03-30 01:00:00,394.42,395.45,393.02,394.73,76262249
2021-03-31 01:00:00,395.34,398.0,395.31,396.33,112734214
2021-04-01 01:00:00,398.4,400.67,398.18,400.61,99682876
2021-04-05 01:00:00,403.46,406.94,403.38,406.36,91684764
2021-04-06 01:00:00,405.76,407.24,405.4,406.12,62020953
2021-04-07 01:00:00,405.94,406.96,405.45,406.59,55836280
2021-04-08 01:00:00,407.93,408.58,406.93,408.52,57863114
2021-04-09 01:00:00,408.39,411.67,408.26,411.49,61104559
2021-04-12 01:00:00,410.85,411.93,410.2,411.64,56704899
